TREE0_LABEL	TREE0_HEAD	TREE0_HEADPOS	TREE0_LEFTCHILD	TREE0_RIGHTCHILD	TREE1_LABEL	TREE1_HEAD	TREE1_HEADPOS	TREE1_LEFTCHILD	TREE1_RIGHTCHILD	TREE2_LABEL	TREE2_HEAD	TREE2_HEADPOS	TREE3_LABEL	TREE3_HEAD	ANTECEDENT_CARRIED	WORD_NEXT0_LEX	WORD_NEXT0_POS	ACTION	ACTION_RESULT_LABEL	ACTION_PREV	FREQ	ACTIVATION
NP	adulthood	NN	NN		IN	in	 			PP	of	IN	NP	onset	NO	may	MD	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	in	IN	NP		IN	in	 			PP	of	IN	NP	onset	NO	may	MD	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	in	IN	IN	NP	PP	of	IN	IN	NP	NP	onset	NN	IN	as	NO	may	MD	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	onset	NN	PP		PP	of	IN	IN	NP	NP	onset	NN	IN	as	NO	may	MD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	onset	NN	PP	PP	NP	onset	NN	NN		IN	as	 	JJ	such	NO	may	MD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	onset	NN	NP	PP	IN	as	 			JJ	such	 	NP	presentation	NO	may	MD	reduce_unary	PP_BAR	reduce_binary	1	-9.294198074178478
PP_BAR	as	IN	NP		IN	as	 			JJ	such	 	NP	presentation	NO	may	MD	reduce_binary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	as	IN	IN	NP	JJ	such	 			NP	presentation	NN	CC	or	NO	may	MD	reduce_binary	PP	reduce_binary	1	-9.294198074178478
PP	as	IN	JJ	IN	NP	presentation	NN	JJ	NN	CC	or	 	NP	symptom	NO	may	MD	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	presentation	NN	PP		NP	presentation	NN	JJ	NN	CC	or	 	NP	symptom	NO	may	MD	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	presentation	NN	NP	PP	CC	or	 			NP	symptom	NNS	,	,	NO	may	MD	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	presentation	NN	NP		CC	or	 			NP	symptom	NNS	,	,	NO	may	MD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	presentation	NN	CC	NP	NP	symptom	NNS	JJ	NNS	,	,	 	ADVP	however	NO	may	MD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	presentation	NN	NP	CC	,	,	 			ADVP	however	RB	NOPOS	noword	NO	may	MD	shift	''	reduce_binary	1	-9.294198074178478
MD	may	 			NP	presentation	NN	NP	CC	,	,	 	ADVP	however	NO	require	VB	shift	''	shift	1	-9.294198074178478
VB	require	 			MD	may	 			NP	presentation	NN	,	,	NO	specialty	NN	shift	''	shift	1	-9.294198074178478
NN	specialty	 			VB	require	 			MD	may	 	NP	presentation	NO	expertise	NN	shift	''	shift	1	-9.294198074178478
NN	expertise	 			NN	specialty	 			VB	require	 	MD	may	NO	for	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	expertise	NN	NN		NN	specialty	 			VB	require	 	MD	may	NO	for	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	expertise	NN	NN	NN	VB	require	 			MD	may	 	NP	presentation	NO	for	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	for	 			NP	expertise	NN	NN	NN	VB	require	 	MD	may	NO	diagnosis	NN	shift	''	shift	1	-9.294198074178478
NN	diagnosis	 			IN	for	 			NP	expertise	NN	VB	require	NO	.	.	reduce_unary	NP	shift	1	-9.294198074178478
NP	diagnosis	NN	NN		IN	for	 			NP	expertise	NN	VB	require	NO	.	.	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	for	IN	NP		IN	for	 			NP	expertise	NN	VB	require	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	IN	NP	NP	expertise	NN	NN	NN	VB	require	 	MD	may	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	require	VB	PP		NP	expertise	NN	NN	NN	VB	require	 	MD	may	NO	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	require	VB	NP	PP	VB	require	 			MD	may	 	NP	presentation	NO	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	require	VB	VB	NP	MD	may	 			NP	presentation	NN	,	,	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	require	VB	VP		MD	may	 			NP	presentation	NN	,	,	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	require	VB	MD	VP	NP	presentation	NN	NP	CC	,	,	 	ADVP	however	NO	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			VP	require	VB	MD	VP	NP	presentation	NN	,	,	NO	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	require	VB	.		VP	require	VB	MD	VP	NP	presentation	NN	,	,	NO	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	require	VB	VP	.	NP	presentation	NN	NP	CC	,	,	 	ADVP	however	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	require	VB	NP	VP	,	,	 			ADVP	however	RB	NOPOS	noword	NO	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	require	VB	,	NP	ADVP	however	RB	RB		NOPOS	noword	 		 	NO	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	require	VB	ADVP	,	NOPOS	noword	 				 	 		 	NO	.	.	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
VBP	be	 			NP	 	 	EX		NOPOS	noword	 		 	NO	no	DT	shift	''	shift	1	-9.294198074178478
DT	no	 			VBP	be	 			NP	 	 	NOPOS	noword	NO	blood	NN	shift	''	shift	1	-9.294198074178478
NN	blood	 			DT	no	 			VBP	be	 	NP	 	NO	or	CC	shift	''	shift	1	-9.294198074178478
CC	or	 			NN	blood	 			DT	no	 	VBP	be	NO	laboratory	NN	shift	''	shift	1	-9.294198074178478
NN	laboratory	 			CC	or	 			NN	blood	 	DT	no	NO	test	NNS	shift	''	shift	1	-9.294198074178478
NNS	test	 			NN	laboratory	 			CC	or	 	NN	blood	NO	need	VBN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	test	NNS	NNS		NN	laboratory	 			CC	or	 	NN	blood	NO	need	VBN	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	test	NNS	NN	NNS	CC	or	 			NN	blood	 	DT	no	NO	need	VBN	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	test	NNS	CC	NN	NN	blood	 			DT	no	 	VBP	be	NO	need	VBN	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	test	NNS	NN	CC	DT	no	 			VBP	be	 	NP	 	NO	need	VBN	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	test	NNS	DT	NN	VBP	be	 			NP	 	 	NOPOS	noword	NO	need	VBN	shift	''	reduce_binary	1	-9.294198074178478
VBN	need	 			NP	test	NNS	DT	NN	VBP	be	 	NP	 	NO	for	IN	shift	''	shift	1	-9.294198074178478
IN	for	 			VBN	need	 			NP	test	NNS	VBP	be	NO	diagnosis	NN	shift	''	shift	1	-9.294198074178478
NN	diagnosis	 			IN	for	 			VBN	need	 	NP	test	NO	.	.	reduce_unary	NP	shift	1	-9.294198074178478
NP	diagnosis	NN	NN		IN	for	 			VBN	need	 	NP	test	NO	.	.	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	for	IN	NP		IN	for	 			VBN	need	 	NP	test	NO	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	for	IN	IN	NP	VBN	need	 			NP	test	NNS	VBP	be	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	need	VBN	PP		VBN	need	 			NP	test	NNS	VBP	be	NO	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	need	VBN	VBN	PP	NP	test	NNS	DT	NN	VBP	be	 	NP	 	NO	.	.	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	test	NNS	VP		NP	test	NNS	DT	NN	VBP	be	 	NP	 	NO	.	.	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	test	NNS	NP	VP	VBP	be	 			NP	 	 	NOPOS	noword	NO	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
,	,	 			ADVP	however	RB	RB		NOPOS	noword	 		 	NO	neuroimaging	JJ	shift	''	shift	1	-9.294198074178478
JJ	neuroimaging	 			,	,	 			ADVP	however	RB	NOPOS	noword	NO	study	NNS	shift	''	shift	1	-9.294198074178478
NNS	study	 			JJ	neuroimaging	 			,	,	 	ADVP	however	NO	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	study	NNS	NNS		JJ	neuroimaging	 			,	,	 	ADVP	however	NO	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	study	NNS	JJ	NNS	,	,	 			ADVP	however	RB	NOPOS	noword	NO	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			NP	study	NNS	JJ	NNS	,	,	 	ADVP	however	NO	which	WDT	shift	''	shift	1	-9.294198074178478
WDT	which	 			,	,	 			NP	study	NNS	,	,	NO	include	VBP	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	which	WDT	WDT		,	,	 			NP	study	NNS	,	,	YES	include	VBP	postulate_gap	*t*	reduce_unary	1	-9.294198074178478
-NONE-	*t*	 			WHNP	which	WDT	WDT		,	,	 	NP	study	YES	include	VBP	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	-NONE-		WHNP	which	WDT	WDT		,	,	 	NP	study	YES	include	VBP	shift	''	reduce_unary	1	-9.294198074178478
VBP	include	 			NP	*t*	-NONE-	-NONE-		WHNP	which	WDT	,	,	YES	magnetic	JJ	shift	''	shift	1	-9.294198074178478
JJ	magnetic	 			VBP	include	 			NP	*t*	-NONE-	WHNP	which	YES	resonance	NN	shift	''	shift	1	-9.294198074178478
NN	resonance	 			JJ	magnetic	 			VBP	include	 	NP	*t*	YES	imaging	NN	shift	''	shift	1	-9.294198074178478
NN	imaging	 			NN	resonance	 			JJ	magnetic	 	VBP	include	YES	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	imaging	NN	NN		NN	resonance	 			JJ	magnetic	 	VBP	include	YES	,	,	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	imaging	NN	NN	NN	JJ	magnetic	 			VBP	include	 	NP	*t*	YES	,	,	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	imaging	NN	JJ	NN	VBP	include	 			NP	*t*	-NONE-	WHNP	which	YES	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			NP	imaging	NN	JJ	NN	VBP	include	 	NP	*t*	YES	computerized	JJ	shift	''	shift	1	-9.294198074178478
JJ	computerized	 			,	,	 			NP	imaging	NN	VBP	include	YES	tomography	NN	shift	''	shift	1	-9.294198074178478
NN	tomography	 			JJ	computerized	 			,	,	 	NP	imaging	YES	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	tomography	NN	NN		JJ	computerized	 			,	,	 	NP	imaging	YES	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	tomography	NN	JJ	NN	,	,	 			NP	imaging	NN	VBP	include	YES	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			NP	tomography	NN	JJ	NN	,	,	 	NP	imaging	YES	and	CC	shift	''	shift	1	-9.294198074178478
CC	and	 			,	,	 			NP	tomography	NN	,	,	YES	electroencephalogram	NNS	shift	''	shift	1	-9.294198074178478
NNS	electroencephalogram	 			CC	and	 			,	,	 	NP	tomography	YES	,	,	reduce_unary	NP	shift	1	-9.294198074178478
NP	electroencephalogram	NNS	NNS		CC	and	 			,	,	 	NP	tomography	YES	,	,	reduce_unary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	electroencephalogram	NNS	NP		CC	and	 			,	,	 	NP	tomography	YES	,	,	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	electroencephalogram	NNS	CC	NP	,	,	 			NP	tomography	NN	,	,	YES	,	,	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	electroencephalogram	NNS	,	CC	NP	tomography	NN	JJ	NN	,	,	 	NP	imaging	YES	,	,	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	electroencephalogram	NNS	NP	,	,	,	 			NP	imaging	NN	VBP	include	YES	,	,	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	electroencephalogram	NNS	,	NP	NP	imaging	NN	JJ	NN	VBP	include	 	NP	*t*	YES	,	,	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	electroencephalogram	NNS	NP	,	VBP	include	 			NP	*t*	-NONE-	WHNP	which	YES	,	,	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	include	VBP	NP		VBP	include	 			NP	*t*	-NONE-	WHNP	which	YES	,	,	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	include	VBP	VBP	NP	NP	*t*	-NONE-	-NONE-		WHNP	which	WDT	,	,	YES	,	,	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	include	VBP	VP		NP	*t*	-NONE-	-NONE-		WHNP	which	WDT	,	,	YES	,	,	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	include	VBP	NP	VP	WHNP	which	WDT	WDT		,	,	 	NP	study	YES	,	,	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	which	WDT	S		WHNP	which	WDT	WDT		,	,	 	NP	study	YES	,	,	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	which	WDT	WHNP	S	,	,	 			NP	study	NNS	,	,	YES	,	,	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	study	NNS	SBAR		,	,	 			NP	study	NNS	,	,	YES	,	,	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	study	NNS	,	SBAR	NP	study	NNS	JJ	NNS	,	,	 	ADVP	however	YES	,	,	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	study	NNS	NP	,	,	,	 			ADVP	however	RB	NOPOS	noword	YES	,	,	shift	''	reduce_binary	1	-9.294198074178478
,	,	 			NP	study	NNS	NP	,	,	,	 	ADVP	however	YES	as	RB	shift	''	shift	1	-9.294198074178478
RB	as	 			,	,	 			NP	study	NNS	,	,	YES	well	RB	shift	''	shift	1	-9.294198074178478
RB	well	 			RB	as	 			,	,	 	NP	study	YES	as	IN	shift	''	shift	1	-9.294198074178478
IN	as	 			RB	well	 			RB	as	 	,	,	YES	certain	JJ	reduce_unary	CONJP_BAR	shift	1	-9.294198074178478
CONJP_BAR	as	IN	IN		RB	well	 			RB	as	 	,	,	YES	certain	JJ	reduce_binary	CONJP_BAR	reduce_unary	1	-9.294198074178478
CONJP_BAR	as	IN	RB	IN	RB	as	 			,	,	 	NP	study	YES	certain	JJ	reduce_binary	CONJP	reduce_binary	1	-9.294198074178478
CONJP	as	IN	RB	RB	,	,	 			NP	study	NNS	,	,	YES	certain	JJ	shift	''	reduce_binary	1	-9.294198074178478
JJ	certain	 			CONJP	as	IN	RB	RB	,	,	 	NP	study	YES	lab	NN	shift	''	shift	1	-9.294198074178478
NN	lab	 			JJ	certain	 			CONJP	as	IN	,	,	YES	test	NNS	shift	''	shift	1	-9.294198074178478
NNS	test	 			NN	lab	 			JJ	certain	 	CONJP	as	YES	may	MD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	test	NNS	NNS		NN	lab	 			JJ	certain	 	CONJP	as	YES	may	MD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	test	NNS	NN	NNS	JJ	certain	 			CONJP	as	IN	,	,	YES	may	MD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	test	NNS	JJ	NN	CONJP	as	IN	RB	RB	,	,	 	NP	study	YES	may	MD	reduce_unary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	test	NNS	NP		CONJP	as	IN	RB	RB	,	,	 	NP	study	YES	may	MD	reduce_binary	NP_BAR	reduce_unary	1	-9.294198074178478
NP_BAR	test	NNS	CONJP	NP	,	,	 			NP	study	NNS	,	,	YES	may	MD	reduce_binary	NP_BAR	reduce_binary	1	-9.294198074178478
NP_BAR	test	NNS	,	CONJP	NP	study	NNS	NP	,	,	,	 	ADVP	however	YES	may	MD	reduce_binary	NP	reduce_binary	1	-9.294198074178478
NP	test	NNS	NP	,	,	,	 			ADVP	however	RB	NOPOS	noword	YES	may	MD	shift	''	reduce_binary	1	-9.294198074178478
MD	may	 			NP	test	NNS	NP	,	,	,	 	ADVP	however	YES	be	VB	shift	''	shift	1	-9.294198074178478
VB	be	 			MD	may	 			NP	test	NNS	,	,	YES	use	VBN	shift	''	shift	1	-9.294198074178478
VBN	use	 			VB	be	 			MD	may	 	NP	test	YES	to	TO	postulate_gap	*	shift	1	-9.294198074178478
-NONE-	*	 			VBN	use	 			VB	be	 	MD	may	YES	to	TO	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*	-NONE-	-NONE-		VBN	use	 			VB	be	 	MD	may	YES	to	TO	shift	''	reduce_unary	1	-9.294198074178478
TO	to	 			NP	*	-NONE-	-NONE-		VBN	use	 	VB	be	YES	rule	VB	shift	''	shift	1	-9.294198074178478
VB	rule	 			TO	to	 			NP	*	-NONE-	VBN	use	YES	out	RP	shift	''	shift	1	-9.294198074178478
RP	out	 			VB	rule	 			TO	to	 	NP	*	YES	other	JJ	reduce_unary	PRT	shift	1	-9.294198074178478
PRT	out	RP	RP		VB	rule	 			TO	to	 	NP	*	YES	other	JJ	shift	''	reduce_unary	1	-9.294198074178478
JJ	other	 			PRT	out	RP	RP		VB	rule	 	TO	to	YES	condition	NNS	shift	''	shift	1	-9.294198074178478
NNS	condition	 			JJ	other	 			PRT	out	RP	VB	rule	YES	that	WDT	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	condition	NNS	NNS		JJ	other	 			PRT	out	RP	VB	rule	YES	that	WDT	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	condition	NNS	JJ	NNS	PRT	out	RP	RP		VB	rule	 	TO	to	YES	that	WDT	shift	''	reduce_binary	1	-9.294198074178478
WDT	that	 			NP	condition	NNS	JJ	NNS	PRT	out	RP	VB	rule	YES	tourette	NNP	reduce_unary	WHNP	shift	1	-9.294198074178478
WHNP	that	WDT	WDT		NP	condition	NNS	JJ	NNS	PRT	out	RP	VB	rule	YES	tourette	NNP	shift	''	reduce_unary	1	-9.294198074178478
NNP	tourette	 			WHNP	that	WDT	WDT		NP	condition	NNS	PRT	out	YES	translated_aposs	POS	shift	''	shift	1	-9.294198074178478
POS	's	 			NNP	tourette	 			WHNP	that	WDT	NP	condition	YES	might	MD	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	's	POS	POS		NNP	tourette	 			WHNP	that	WDT	NP	condition	YES	might	MD	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	's	POS	NNP	POS	WHNP	that	WDT	WDT		NP	condition	NNS	PRT	out	YES	might	MD	shift	''	reduce_binary	1	-9.294198074178478
MD	might	 			NP	's	POS	NNP	POS	WHNP	that	WDT	NP	condition	YES	be	VB	shift	''	shift	1	-9.294198074178478
VB	be	 			MD	might	 			NP	's	POS	WHNP	that	YES	confuse	VBN	shift	''	shift	1	-9.294198074178478
VBN	confuse	 			VB	be	 			MD	might	 	NP	's	YES	with	IN	shift	''	shift	1	-9.294198074178478
IN	with	 			VBN	confuse	 			VB	be	 	MD	might	YES	.	.	postulate_gap	*t*	shift	1	-9.294198074178478
-NONE-	*t*	 			IN	with	 			VBN	confuse	 	VB	be	YES	.	.	reduce_unary	NP	postulate_gap	1	-9.294198074178478
NP	*t*	-NONE-	-NONE-		IN	with	 			VBN	confuse	 	VB	be	YES	.	.	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	with	IN	NP		IN	with	 			VBN	confuse	 	VB	be	YES	.	.	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	with	IN	IN	NP	VBN	confuse	 			VB	be	 	MD	might	YES	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	confuse	VBN	PP		VBN	confuse	 			VB	be	 	MD	might	YES	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	confuse	VBN	VBN	PP	VB	be	 			MD	might	 	NP	's	YES	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	confuse	VBN	VP		VB	be	 			MD	might	 	NP	's	YES	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	confuse	VBN	VB	VP	MD	might	 			NP	's	POS	WHNP	that	YES	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	confuse	VBN	VP		MD	might	 			NP	's	POS	WHNP	that	YES	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	confuse	VBN	MD	VP	NP	's	POS	NNP	POS	WHNP	that	WDT	NP	condition	YES	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	confuse	VBN	VP		NP	's	POS	NNP	POS	WHNP	that	WDT	NP	condition	YES	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	confuse	VBN	NP	VP	WHNP	that	WDT	WDT		NP	condition	NNS	PRT	out	YES	.	.	reduce_unary	SBAR_BAR	reduce_binary	1	-9.294198074178478
SBAR_BAR	that	WDT	S		WHNP	that	WDT	WDT		NP	condition	NNS	PRT	out	YES	.	.	reduce_binary	SBAR	reduce_unary	1	-9.294198074178478
SBAR	that	WDT	WHNP	S	NP	condition	NNS	JJ	NNS	PRT	out	RP	VB	rule	YES	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	rule	VB	SBAR		NP	condition	NNS	JJ	NNS	PRT	out	RP	VB	rule	YES	.	.	reduce_binary	VP_BAR	reduce_unary	1	-9.294198074178478
VP_BAR	rule	VB	NP	SBAR	PRT	out	RP	RP		VB	rule	 	TO	to	YES	.	.	reduce_binary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	rule	VB	PRT	NP	VB	rule	 			TO	to	 	NP	*	YES	.	.	reduce_binary	VP	reduce_binary	1	-9.294198074178478
VP	rule	VB	VB	PRT	TO	to	 			NP	*	-NONE-	VBN	use	YES	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	rule	VB	VP		TO	to	 			NP	*	-NONE-	VBN	use	YES	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	rule	VB	TO	VP	NP	*	-NONE-	-NONE-		VBN	use	 	VB	be	YES	.	.	reduce_unary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	rule	VB	VP		NP	*	-NONE-	-NONE-		VBN	use	 	VB	be	YES	.	.	reduce_binary	S	reduce_unary	1	-9.294198074178478
S	rule	VB	NP	VP	VBN	use	 			VB	be	 	MD	may	YES	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	rule	VB	S		VBN	use	 			VB	be	 	MD	may	YES	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	rule	VB	VBN	S	VB	be	 			MD	may	 	NP	test	YES	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	rule	VB	VP		VB	be	 			MD	may	 	NP	test	YES	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	rule	VB	VB	VP	MD	may	 			NP	test	NNS	,	,	YES	.	.	reduce_unary	VP_BAR	reduce_binary	1	-9.294198074178478
VP_BAR	rule	VB	VP		MD	may	 			NP	test	NNS	,	,	YES	.	.	reduce_binary	VP	reduce_unary	1	-9.294198074178478
VP	rule	VB	MD	VP	NP	test	NNS	NP	,	,	,	 	ADVP	however	YES	.	.	shift	''	reduce_binary	1	-9.294198074178478
.	.	 			VP	rule	VB	MD	VP	NP	test	NNS	,	,	YES	.	.	reduce_unary	S_BAR	shift	1	-9.294198074178478
S_BAR	rule	VB	.		VP	rule	VB	MD	VP	NP	test	NNS	,	,	YES	.	.	reduce_binary	S_BAR	reduce_unary	1	-9.294198074178478
S_BAR	rule	VB	VP	.	NP	test	NNS	NP	,	,	,	 	ADVP	however	YES	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	rule	VB	NP	VP	,	,	 			ADVP	however	RB	NOPOS	noword	YES	.	.	reduce_binary	S_BAR	reduce_binary	1	-9.294198074178478
S_BAR	rule	VB	,	NP	ADVP	however	RB	RB		NOPOS	noword	 		 	YES	.	.	reduce_binary	S	reduce_binary	1	-9.294198074178478
S	rule	VB	ADVP	,	NOPOS	noword	 				 	 		 	YES	.	.	reduce_unary	ROOT	reduce_binary	1	-9.294198074178478
IN	in	 			NOPOS	noword	 				 	 		 	NO	term	NNS	shift	''	shift	1	-9.294198074178478
NNS	term	 			IN	in	 			NOPOS	noword	 		 	NO	of	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	term	NNS	NNS		IN	in	 			NOPOS	noword	 		 	NO	of	IN	shift	''	reduce_unary	1	-9.294198074178478
IN	of	 			NP	term	NNS	NNS		IN	in	 	NOPOS	noword	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	of	 			NP	term	NNS	IN	in	NO	role	NN	shift	''	shift	1	-9.294198074178478
NN	role	 			DT	the	 			IN	of	 	NP	term	NO	of	IN	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	role	NN	NN		DT	the	 			IN	of	 	NP	term	NO	of	IN	reduce_binary	NP	reduce_unary	1	-9.294198074178478
NP	role	NN	DT	NN	IN	of	 			NP	term	NNS	IN	in	NO	of	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	of	 			NP	role	NN	DT	NN	IN	of	 	NP	term	NO	gene	NNS	shift	''	shift	1	-9.294198074178478
NNS	gene	 			IN	of	 			NP	role	NN	IN	of	NO	in	IN	reduce_unary	NP	shift	1	-9.294198074178478
NP	gene	NNS	NNS		IN	of	 			NP	role	NN	IN	of	NO	in	IN	reduce_unary	PP_BAR	reduce_unary	1	-9.294198074178478
PP_BAR	of	IN	NP		IN	of	 			NP	role	NN	IN	of	NO	in	IN	reduce_binary	PP	reduce_unary	1	-9.294198074178478
PP	of	IN	IN	NP	NP	role	NN	DT	NN	IN	of	 	NP	term	NO	in	IN	shift	''	reduce_binary	1	-9.294198074178478
IN	in	 			PP	of	IN	IN	NP	NP	role	NN	IN	of	NO	the	DT	shift	''	shift	1	-9.294198074178478
DT	the	 			IN	in	 			PP	of	IN	NP	role	NO	disorder	NN	shift	''	shift	1	-9.294198074178478
NN	disorder	 			DT	the	 			IN	in	 	PP	of	NO	,	,	reduce_unary	NP_BAR	shift	1	-9.294198074178478
NP_BAR	disorder	NN	NN		DT	the	 			IN	in	 	PP	of	NO	,	,	reduce_binary	NP	reduce_unary	1	-9.294198074178478
